2017/08/05	6	3	0	2	1	0	10	1	5	2	2	0	5	39
2017/08/08	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/08	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
2017/08/15	6	3	0	2	1	0	10	1	5	2	2	0	5	45
